datum;gremium;top;titel;beschlussstatus;berichte;beschlusshinweis;abstimmungshinweis
2026-04-16;Marktgemeinderat;5.2;Erlass einer Verordnung über das Offenhalten von Verkaufsstellen (verkaufsoffener Sonntag) - Beschlussfassung (beschließend);beschließend vorgesehen;1;66 GO die im Haushalt 2021 angefallenen überplanmäßigen A usgaben (Haushaltsüberschreitungen), soweit sie erheblich s ind und die Genehmigung nicht schon in früheren Beschlüssen des Marktgemeinderate s oder seiner beschließenden Ausschüsse erfolgt ist.;
2026-04-16;Marktgemeinderat;6;Kindertagesstätten;kein beschließender TOP-Titel;1;;
2026-04-16;Marktgemeinderat;6.1;Örtliche Bedarfsplanung für das Jahr 2026/2027 - Beschlussfassung (beschließend);beschließend vorgesehen;1;April 2026 Tourismus Eigenbetrieb Oberstaufen (TEO) Feststellung und Entlastung des kaufmännischen Jahr esabschlusses 2021/kamerale Jahresrechnung 2021 Der Marktgemeinderat (Art. 88 Abs. 4 Satz 1 GO) ste llte die kamerale Jahresrechnung 2021 (Art.;
2026-04-16;Marktgemeinderat;6.2;Neuerlass der Gebührensatzung für den Kindergarten Thalkirchdorf und den Naturkindergarten - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2026-04-16;Marktgemeinderat;7;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;66 GO die im Haushalt 2021 angefallenen überplanmäßigen A usgaben (Haushaltsüberschreitungen), soweit sie erheblich s ind und die Genehmigung nicht schon in früheren Beschlüssen des Marktgemeinderate s oder seiner beschließenden Ausschüsse erfolgt ist. Der Marktgemeinderat (Art. 88 Abs. 4 Satz 1 GO) ste llte den vom Wirtschaftsprüfer geprüften kaufmännischen Jahresabschluss 2021 (Art.;
2026-04-16;Marktgemeinderat;8;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2026-03-25;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;2.1;"Kalzhofer Straße 5, Fl.-Nr. 55 Gem. Oberstaufen; Umbau des bestehenden Wohnhauses mit 3 Wohneinheiten, Einbau von 3 weiteren Wohneinheiten (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;2.2;"Kreuzwiesenweg 9, Fl.-Nr. 1722 Gem. Oberstaufen; Anbau eines Jungviehstalles und einer Heuhalle an einem bestehenden Stadel (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;2.3;"Meerau 37, Kalzhofen; Fl. Nr. 1746 Gemarkung Oberstaufen; Erweiterung und Aufstockung eines Wellnessgebäudes im Rahmen einer Hotelanlage (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;2.4;"An der Sonnhalde 8; Fl.Nr. 176/4 Gemarkung Oberstaufen; Neubau eines Mehrfamilienhauses mit Garage (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;2.5;"Burgangerweg 13; Fl. Nr. 722/1 Gemarkung Thalkirchdorf; Anbau einer Einliegerwohnung (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;2.6;Ersatzbau Doppelmembrangasbehälter auf der Kläranlage Oberstaufen;kein beschließender TOP-Titel;0;;
2026-03-25;Bau- und Umweltausschuss;2.7;"Vorderreute, Fl.-Nr. 1421 Gem. Oberstaufen; Neubau eines Viehstalls (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;2.8;"Zell 6, Fl.-Nr. 3381 Gem. Oberstaufen; Neubau eines Carports (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;3;Bauvoranfragen;kein beschließender TOP-Titel;0;;
2026-03-25;Bau- und Umweltausschuss;3.1;"Salzstraße 41, Fl.-Nr661, 664/9 Gem. Thalkirchdorf; Abbruch und Neuerrichtung von Mehrfamilienhäusern (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;4;"Vollzug des BayStrWG; (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;4.1;Änderung der Bezeichnung der Ortsstraße 7 Ob in Kalzhofen im Straßenbestandsverzeichnis (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;4.2;Verlängerung der Ortstraße 7 Ob (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;5;Auftragsvergaben (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;5.1;Kläranlage, Sanierung Außenfassade Faulturm - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;5.2;Kläranlage Oberstaufen, Erweiterung PV-Anlage - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;5.3;Kläranlage Gasturbine, Anlagenertüchtigung (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;5.4;Kläranlage, Auftragsvergabe Ersatzbau Gasspeicher (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;6;"Gemeinde Missen-Wilhams; Bebauungsplan mit Grünordnung ""Wiederhofen-Ost"" und 8. Änderung Flächennutzungsplan/Landschaftsplan (beschließend)";beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;7;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;8;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2026-03-25;Bau- und Umweltausschuss;8.1;Naturschutzmaßnahmen durch den Naturpark-Nagelfluhkette Hier: Hintere Hochwies, Unterberggund (beschließend);beschließend vorgesehen;0;;
2026-03-25;Bau- und Umweltausschuss;8.2;"Naturschutzmaßnahmen durch den Naturpark-Nagelfluh, Bereich Freistellung ""Unterberggrund";kein beschließender TOP-Titel;0;;
2026-03-05;Marktgemeinderat;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;1;;
2026-03-05;Marktgemeinderat;2;Aquaria Erlebnisbad-Betriebs GmbH: Wirtschafts-, Finanz- und Stellenplan 2026 - Beschlussfassung (beschließend);beschließend vorgesehen;1;03.2026 – Haushalt 2026 beschlossen Der Marktgemeinderat entschied in seiner Sitzung vo m 05.03.2026 zunächst über die Wirtschaftspläne der gemeindlichen GmbH’s und des Tourismus Eigenbetrieb Oberstaufen (TEO) sowie über den Haushaltsplan 2026 der Marktgemeinde selbst.;
2026-03-05;Marktgemeinderat;3;Oberstaufen Tourismus Marketing GmbH (OTM): Wirtschafts-, Finanz- und Stellenplan 2026 - Beschlussfassung (beschließend);beschließend vorgesehen;1;03.2026 – Haushalt 2026 beschlossen Der Marktgemeinderat entschied in seiner Sitzung vo m 05.03.2026 zunächst über die Wirtschaftspläne der gemeindlichen GmbH’s und des Tourismus Eigenbetrieb Oberstaufen (TEO) sowie über den Haushaltsplan 2026 der Marktgemeinde selbst.;
2026-03-05;Marktgemeinderat;4;Tourismus Eigenbetrieb Oberstaufen (TEO): Wirtschaftsplan 2026 - Beschlussfassung (beschließend);beschließend vorgesehen;1;03.2026 – Haushalt 2026 beschlossen Der Marktgemeinderat entschied in seiner Sitzung vo m 05.03.2026 zunächst über die Wirtschaftspläne der gemeindlichen GmbH’s und des Tourismus Eigenbetrieb Oberstaufen (TEO) sowie über den Haushaltsplan 2026 der Marktgemeinde selbst.;
2026-03-05;Marktgemeinderat;5;Genehmigung Haushaltsplan mit Haushaltssatzung 2026 samt Anlagen - Beschlussfassung (beschließend);beschließend vorgesehen;1;03.2026 – Haushalt 2026 beschlossen Der Marktgemeinderat entschied in seiner Sitzung vo m 05.03.2026 zunächst über die Wirtschaftspläne der gemeindlichen GmbH’s und des Tourismus Eigenbetrieb Oberstaufen (TEO) sowie über den Haushaltsplan 2026 der Marktgemeinde selbst.;
2026-03-05;Marktgemeinderat;6;Tourismus Eigenbetrieb Oberstaufen (TEO) (beschließend);beschließend vorgesehen;1;2026 zunächst über die Wirtschaftspläne der gemeindlichen GmbH’s und des Tourismus Eigenbetrieb Oberstaufen (TEO) sowie über den Haushaltsplan 2026 der Marktgemeinde selbst. Aquaria Erlebnisbad-Betriebs GmbH: Wirtschafts-, Finanz- und Stellenplan 2026 Die Aquaria Erlebnisbad-Betriebs GmbH legte den Wir tschaftsplan 2026 vor.;
2026-03-05;Marktgemeinderat;6.1;Bekanntmachung des kaufmännischen Jahresabschlusses 2021 / kamerale Jahresrechnung 2021 - Beschlussfassung (beschließend);beschließend vorgesehen;1;Genehmigung des Haushaltsplanes und der Haushaltssatzung des Marktes Oberstaufen für das Jahr 2026 In zwei Sitzungen des Haupt- und Finanzausschusses (kameraler Haushalt des Marktes Oberstaufen) und in einer Sitzung des Tourismusauss chusses (kaufmännischer Erfolgs- und Vermögensplan des Tourismus Eigenbetrieb Oberstaufen - TEO) sowie in internen Vorgesprächen wurde der Haushaltsplan 2026 mit Finanzplanung 2027 – 202;
2026-03-05;Marktgemeinderat;6.2;Bekanntmachung des kaufmännischen Jahresabschlusses 2022 / kamerale Jahresrechnung 2022 - Beschlussfassung (beschließend);beschließend vorgesehen;1;Genehmigung des Haushaltsplanes und der Haushaltssatzung des Marktes Oberstaufen für das Jahr 2026 In zwei Sitzungen des Haupt- und Finanzausschusses (kameraler Haushalt des Marktes Oberstaufen) und in einer Sitzung des Tourismusauss chusses (kaufmännischer Erfolgs- und Vermögensplan des Tourismus Eigenbetrieb Oberstaufen - TEO) sowie in internen Vorgesprächen wurde der Haushaltsplan 2026 mit Finanzplanung 2027 – 202;
2026-03-05;Marktgemeinderat;6.3;Auftragsvergabe Infopoint Buchenegger Wasserfälle - Beschlussfassung (beschließend);beschließend vorgesehen;1;Unter folgendem Link ist der Haushaltsplan 2026 mit Finanzplanung 2027 – 2029 visuell abruf- bar: Link: https://app.kslplus.de/?kunde=4&gemeinde=1&jahr=2026&plantyp=1&planstufe=6 Der Verwaltungshaushalt 2026 weist laufende Einnahmen von 32.;
2026-03-05;Marktgemeinderat;7;Jahresrechnung 2024 des Marktes Oberstaufen (beschließend);beschließend vorgesehen;1;Genehmigung des Haushaltsplanes und der Haushaltssatzung des Marktes Oberstaufen für das Jahr 2026 In zwei Sitzungen des Haupt- und Finanzausschusses (kameraler Haushalt des Marktes Oberstaufen) und in einer Sitzung des Tourismusauss chusses (kaufmännischer Erfolgs- und Vermögensplan des Tourismus Eigenbetrieb Oberstaufen - TEO) sowie in internen Vorgesprächen wurde der Haushaltsplan 2026 mit Finanzplanung 2027 – 202;
2026-03-05;Marktgemeinderat;7.1;Bericht des Rechnungsprüfungsausschussvorsitzenden - informativ (informativ);kein beschließender TOP-Titel;1;;
2026-03-05;Marktgemeinderat;7.2;Feststellung und Entlastung - Beschlussfassung (beschließend);beschließend vorgesehen;1;Unter folgendem Link ist der Haushaltsplan 2026 mit Finanzplanung 2027 – 2029 visuell abruf- bar: Link: https://app.kslplus.de/?kunde=4&gemeinde=1&jahr=2026&plantyp=1&planstufe=6 Der Verwaltungshaushalt 2026 weist laufende Einnahmen von 32.;
2026-03-05;Marktgemeinderat;8;Fortführung Renaturierung Konstanzer Ach, BAII - Beschlussfassung (beschließend);beschließend vorgesehen;1;Unter folgendem Link ist der Haushaltsplan 2026 mit Finanzplanung 2027 – 2029 visuell abruf- bar: Link: https://app.kslplus.de/?kunde=4&gemeinde=1&jahr=2026&plantyp=1&planstufe=6 Der Verwaltungshaushalt 2026 weist laufende Einnahmen von 32.;
2026-03-05;Marktgemeinderat;9;Auftragsvergaben (beschließend);beschließend vorgesehen;1;;
2026-03-05;Marktgemeinderat;9.1;Wasserversorgung Imberggebiet, Anlagenbau mit Druckerhöhungsanlage - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2026-03-05;Marktgemeinderat;9.2;Straßensanierungsmaßnahme 2026 - Beschlussfassung (beschließend);beschließend vorgesehen;1;03.2026 – Haushalt 2026 beschlossen Der Marktgemeinderat entschied in seiner Sitzung vo m 05.03.2026 zunächst über die Wirtschaftspläne der gemeindlichen GmbH’s und des Tourismus Eigenbetrieb Oberstaufen (TEO) sowie über den Haushaltsplan 2026 der Marktgemeinde selbst.;
2026-03-05;Marktgemeinderat;10;Bauleitplanverfahren Bebauungsplan Oberstaufen Ortsmitte mit Erhaltungssatzung und Erlass einer Veränderungssperre - Hier Mitteilung der Rechtslage und Ergänzung - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2026-03-05;Marktgemeinderat;11;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;;
2026-03-05;Marktgemeinderat;12;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2026-03-04;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.1;"St.-Rochus-Weg 7, Fl.-Nrn. 855/4 und 855/7 Gem. Aach i. Allg.; Abbruch des bestehenden Hofes und Neubau eines Mehrfamilienhauses mit 3 Wohneinheiten (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.2;"Hub 2, Fl.-Nrn 325/1 und 327/1 Gem. Thalkirchdorf; Abbruch des bisherigen Wirtschaftsteils und Neubau (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.3;"Burgangerweg 4, Fl.-Nr. 728 Gem. Thalkirchdorf; Einbau von einer Wohneinheit (OG) (Pflegewohnung), einem Büro (EG) im Wirtschaftsteil des best. landw. Anwesens und Anbau eines Carports für zwei Pkw (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.4;"Salmas 52a, Fl.-Nr. 1031/5 Gem. Thalkirchdorf; Umbau der gewerblichen Lagerstätte zu einem Bürogebäude und Errichtung einer Betriebsleiterwohnung sowie einer Mitarbeiterwohnung (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.5;"Willis 14, Fl.-Nr. 691/3 Gem. Oberstaufen; Nutzungsänderung eines Einfamilienhauses in ein Zweifamilienhaus und Errichtung eines Gartenhauses (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.6;"Weißachstraße 7, Fl.-Nr.143 Gem. Oberstaufen; Carport zum unterstellen von Autos (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.7;"Salzstraße 78, Fl.-Nr. 676/2 Gem. Thalkirchdorf; Neubau von einem Doppelhaus (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.8;"Kalzhofer Straße 47, Fl.-Nr. 1656 Gem. Oberstaufen; Aufbau von Dachgauben, Anbau Balkone und Einbau von drei Ferienwohnungen (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.9;"Weißachstraße 10, Fl.-Nr. 149/2 Gem. Oberstaufen; Teilumbau + Nutzungsänderung zu einer Privatwohnung (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;2.10;"Salzstraße 26, Fl.-Nrn. 696 u. 697 Gem. Thalkirchdorf; Nutzungsänderung von Wohnung in Ferienwohnung (beschließend)";beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;3;Bauvoranfragen;kein beschließender TOP-Titel;0;;
2026-03-04;Bau- und Umweltausschuss;4;Auftragsvergaben (beschließend);beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;4.1;Wasserversorgung Kalzhofer Straße und Immenstädter Straße, Sanierung, Ingenieurleistungen - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;4.2;Regenwasserkanal Auswechslung im Ortsteil Salmas - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;4.3;Kanalsanierung Oberstaufen Nord, Ingenieurleistungen gemäß Eigenüberwachungsverordnung - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;5;Ehem. Krankenhaus: Sanierung Heizungsleitungen im UG - Beschlussfassung;kein beschließender TOP-Titel;0;;
2026-03-04;Bau- und Umweltausschuss;6;Pflastersanierung der Fußgängerzone Hier: Flächenabgrenzungen - Beschlussfassung;kein beschließender TOP-Titel;0;;
2026-03-04;Bau- und Umweltausschuss;7;Vorberatung zur Ortsgestaltungssatzung (vorberatend);kein beschließender TOP-Titel;0;;
2026-03-04;Bau- und Umweltausschuss;8;Straßensanierungsmaßnahme 2026 - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;9;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2026-03-04;Bau- und Umweltausschuss;10;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2026-02-03;Haupt- und Finanzausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2026-02-03;Haupt- und Finanzausschuss;2;Vermögenshaushalt Markt Oberstaufen 2026 mit Finanzplanung - Vorberatung (vorberatend);kein beschließender TOP-Titel;0;;
2026-02-03;Haupt- und Finanzausschuss;3;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2026-02-03;Haupt- und Finanzausschuss;4;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2026-01-27;Haupt- und Finanzausschuss;1;Anträge zur Tagesordnung;kein beschließender TOP-Titel;0;;
2026-01-27;Haupt- und Finanzausschuss;2;"Hundesteuer; Angebot zur Hundebstandsaufnahme (beschließend)";beschließend vorgesehen;0;;
2026-01-27;Haupt- und Finanzausschuss;3;OHA e. V.: Zuschuss für Werbekosten - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2026-01-27;Haupt- und Finanzausschuss;4;Verwaltungshaushalt Markt Oberstaufen 2026 mit Finanzplanung - Vorberatung (vorberatend);kein beschließender TOP-Titel;0;;
2026-01-27;Haupt- und Finanzausschuss;5;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2026-01-27;Haupt- und Finanzausschuss;6;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2026-01-26;Tourismusausschuss;1;Genehmigung der letzten öffentlichen Sitzungsniederschrift;kein beschließender TOP-Titel;0;;
2026-01-26;Tourismusausschuss;2;Anträge zur Tagesordnung;kein beschließender TOP-Titel;0;;
2026-01-26;Tourismusausschuss;3;Vorläufige Tourismuszahlen 2025;kein beschließender TOP-Titel;0;;
2026-01-26;Tourismusausschuss;4;Wirtschaftsplan Tourismus Eigenbetrieb Oberstaufen 2026 - Vorberatung;kein beschließender TOP-Titel;0;;
2026-01-26;Tourismusausschuss;5;Info-Point Buchenegger Wasserfälle - Aktueller Sachstand (vorberatend);kein beschließender TOP-Titel;0;;
2026-01-26;Tourismusausschuss;6;Johann-Schroth-Park - Errichtung Infrastruktur für Veranstaltungen, Sanierung der Wegeanlage - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2026-01-26;Tourismusausschuss;7;Anfragen und Bekanntgaben;kein beschließender TOP-Titel;0;;
2026-01-14;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2026-01-14;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2026-01-14;Bau- und Umweltausschuss;2.1;"Am Giebel 7, Fl.-Nr.693/3 Gem. Aach i. Allg.; Teilung einer Eigentumswohnung in zwei Eigentumswohnungen (beschließend)";beschließend vorgesehen;0;;
